Rendu du 19 December 2022,J'ai demandé à l'IA de générer un plan.,Pas totalement satisfait du rendu.
Projet,L'IA m'a aidé à clarifier certains concepts.,J'ai appris beaucoup en le faisant.
Analyse,L'IA m'a aidé à corriger mes fautes d'orthographe.,J'ai eu du mal à comprendre certaines consignes.
Projet 20,J'ai utilisé l'IA pour vérifier la grammaire.,J'ai passé beaucoup de temps dessus.
Rapport de stage - Math,J'ai utilisé l'IA pour reformuler mes idées.,Pas totalement satisfait du rendu.
Dissertation,J'ai utilisé l'IA pour vérifier la grammaire.,"Premier essai, pas encore au point."
Compte rendu,J'ai demandé à l'IA des synonymes pour enrichir mon vocabulaire.,"Travail fait en retard, à améliorer."
Synthèse - Philo,J'ai demandé à l'IA de générer un plan.,Travail fait rapidement.
Projet - Physique,L'IA m'a donné des exemples concrets.,À discuter avec le professeur.
Dissertation 10,J'ai utilisé l'IA pour reformuler mes idées.,"Premier essai, pas encore au point."
Synthèse,J'ai utilisé l'IA pour vérifier la grammaire.,J'ai eu du mal à comprendre certaines consignes.
Rendu du 18 February 2023,L'IA m'a aidé à clarifier certains concepts.,Travail fait rapidement.
Compte rendu,L'IA m'a aidé à clarifier certains concepts.,J'ai passé beaucoup de temps dessus.
Rapport de stage 48,J'ai demandé à l'IA de générer un plan.,Je pense que je peux faire mieux.
Analyse - Physique,J'ai demandé à l'IA des synonymes pour enrichir mon vocabulaire.,"Premier essai, pas encore au point."
Mémoire - Eco,J'ai utilisé l'IA pour vérifier la grammaire.,J'ai passé beaucoup de temps dessus.
Dissertation,J'ai utilisé l'IA pour vérifier la grammaire.,Je pense que je peux faire mieux.
Rapport de stage 50,J'ai demandé à l'IA des synonymes pour enrichir mon vocabulaire.,J'ai passé beaucoup de temps dessus.
Projet,J'ai demandé à l'IA de générer un plan.,À revoir pour la prochaine fois.
Mémoire 44,L'IA m'a donné des exemples concrets.,J'ai passé beaucoup de temps dessus.
Synthèse,J'ai utilisé l'IA pour reformuler mes idées.,J'ai eu du mal à comprendre certaines consignes.
Rendu du 11 April 2025,L'IA m'a aidé à clarifier certains concepts.,Pas totalement satisfait du rendu.
Synthèse - Math,L'IA m'a donné des exemples concrets.,Je pense que je peux faire mieux.
Rapport de stage - Info,J'ai demandé à l'IA des synonymes pour enrichir mon vocabulaire.,"Premier essai, pas encore au point."
Présentation 43,L'IA m'a aidé à corriger mes fautes d'orthographe.,J'ai passé beaucoup de temps dessus.
Mémoire - Philo,L'IA m'a aidé à corriger mes fautes d'orthographe.,J'ai passé beaucoup de temps dessus.
Présentation,L'IA a généré un premier jet que j'ai retravaillé.,À discuter avec le professeur.
Projet,L'IA m'a aidé à corriger mes fautes d'orthographe.,J'ai appris beaucoup en le faisant.
Analyse,L'IA m'a aidé à clarifier certains concepts.,J'ai passé beaucoup de temps dessus.
Rapport de stage,J'ai utilisé l'IA pour reformuler mes idées.,J'ai passé beaucoup de temps dessus.
Présentation 46,J'ai utilisé l'IA pour reformuler mes idées.,Travail fait rapidement.
Rapport de stage - Math,J'ai utilisé l'IA pour reformuler mes idées.,Je pense que je peux faire mieux.
Analyse - Info,L'IA m'a permis de mieux structurer mes phrases.,J'ai passé beaucoup de temps dessus.
Présentation,L'IA m'a aidé à corriger mes fautes d'orthographe.,À revoir pour la prochaine fois.
Rapport de stage,Je me suis aidé de l'IA pour résumer un texte.,J'ai eu du mal à comprendre certaines consignes.
Exposé 46,J'ai utilisé l'IA pour reformuler mes idées.,Pas totalement satisfait du rendu.
Synthèse - Math,L'IA a généré un premier jet que j'ai retravaillé.,J'ai eu du mal à comprendre certaines consignes.
Analyse - Math,L'IA a généré un premier jet que j'ai retravaillé.,"Travail fait en retard, à améliorer."
Exposé,Je me suis aidé de l'IA pour résumer un texte.,"Travail fait en retard, à améliorer."
Projet 46,L'IA m'a aidé à clarifier certains concepts.,J'ai passé beaucoup de temps dessus.
Projet - Eco,L'IA m'a aidé à corriger mes fautes d'orthographe.,À revoir pour la prochaine fois.
Compte rendu 21,J'ai demandé à l'IA des synonymes pour enrichir mon vocabulaire.,À discuter avec le professeur.
Exposé - Math,L'IA m'a donné des exemples concrets.,À revoir pour la prochaine fois.
Synthèse 7,L'IA m'a aidé à clarifier certains concepts.,Je pense que je peux faire mieux.
Mémoire,L'IA m'a donné des exemples concrets.,À discuter avec le professeur.
Mémoire 22,J'ai utilisé l'IA pour reformuler mes idées.,Je pense que je peux faire mieux.
Compte rendu - Physique,L'IA m'a aidé à clarifier certains concepts.,Pas totalement satisfait du rendu.
Présentation 39,L'IA m'a aidé à clarifier certains concepts.,J'ai eu du mal à comprendre certaines consignes.
Présentation,J'ai demandé à l'IA des synonymes pour enrichir mon vocabulaire.,J'ai appris beaucoup en le faisant.
Compte rendu - Math,L'IA m'a aidé à corriger mes fautes d'orthographe.,"Premier essai, pas encore au point."
Compte rendu - Math,L'IA m'a aidé à corriger mes fautes d'orthographe.,J'ai passé beaucoup de temps dessus.
Compte rendu 9,J'ai utilisé l'IA pour vérifier la grammaire.,J'ai passé beaucoup de temps dessus.
Synthèse - Math,J'ai utilisé l'IA pour reformuler mes idées.,À discuter avec le professeur.
Synthèse 24,L'IA a généré un premier jet que j'ai retravaillé.,"Premier essai, pas encore au point."
Projet,L'IA m'a aidé à corriger mes fautes d'orthographe.,"Premier essai, pas encore au point."
Synthèse - Physique,J'ai utilisé l'IA pour vérifier la grammaire.,À revoir pour la prochaine fois.
Présentation - Eco,L'IA m'a aidé à clarifier certains concepts.,Je pense que je peux faire mieux.
Analyse - Physique,L'IA m'a permis de mieux structurer mes phrases.,Je pense que je peux faire mieux.
Mémoire,L'IA m'a aidé à corriger mes fautes d'orthographe.,Travail fait rapidement.
Rendu du 18 October 2025,J'ai utilisé l'IA pour vérifier la grammaire.,"Premier essai, pas encore au point."
Compte rendu 25,J'ai demandé à l'IA des synonymes pour enrichir mon vocabulaire.,Je pense que je peux faire mieux.
Synthèse,J'ai demandé à l'IA des synonymes pour enrichir mon vocabulaire.,Je pense que je peux faire mieux.
Mémoire 24,J'ai demandé à l'IA des synonymes pour enrichir mon vocabulaire.,Travail fait rapidement.
Projet,J'ai utilisé l'IA pour vérifier la grammaire.,J'ai eu du mal à comprendre certaines consignes.
Synthèse,J'ai demandé à l'IA de générer un plan.,À discuter avec le professeur.
Rendu du 28 April 2023,J'ai utilisé l'IA pour reformuler mes idées.,"Travail fait en retard, à améliorer."
Présentation 15,J'ai utilisé l'IA pour reformuler mes idées.,Pas totalement satisfait du rendu.
Compte rendu - Info,J'ai demandé à l'IA des synonymes pour enrichir mon vocabulaire.,J'ai appris beaucoup en le faisant.
Mémoire,L'IA a généré un premier jet que j'ai retravaillé.,J'ai appris beaucoup en le faisant.
Synthèse 20,L'IA m'a permis de mieux structurer mes phrases.,"Premier essai, pas encore au point."
Dissertation,J'ai demandé à l'IA de générer un plan.,J'ai appris beaucoup en le faisant.
Mémoire,L'IA m'a aidé à corriger mes fautes d'orthographe.,Je pense que je peux faire mieux.
Présentation - Info,J'ai demandé à l'IA des synonymes pour enrichir mon vocabulaire.,"Premier essai, pas encore au point."
Mémoire 22,L'IA m'a aidé à corriger mes fautes d'orthographe.,J'ai appris beaucoup en le faisant.
Projet 9,Je me suis aidé de l'IA pour résumer un texte.,J'ai eu du mal à comprendre certaines consignes.
Présentation,J'ai demandé à l'IA de générer un plan.,À revoir pour la prochaine fois.
Mémoire 27,L'IA m'a aidé à clarifier certains concepts.,À discuter avec le professeur.
Dissertation 38,L'IA m'a donné des exemples concrets.,Pas totalement satisfait du rendu.
Synthèse,J'ai utilisé l'IA pour vérifier la grammaire.,À discuter avec le professeur.
Exposé,J'ai demandé à l'IA des synonymes pour enrichir mon vocabulaire.,À revoir pour la prochaine fois.
Compte rendu - Philo,L'IA m'a aidé à corriger mes fautes d'orthographe.,J'ai appris beaucoup en le faisant.
Dissertation,J'ai utilisé l'IA pour reformuler mes idées.,À revoir pour la prochaine fois.
Projet 33,J'ai utilisé l'IA pour reformuler mes idées.,"Travail fait en retard, à améliorer."
Analyse 1,J'ai demandé à l'IA des synonymes pour enrichir mon vocabulaire.,Travail fait rapidement.
Présentation 48,L'IA m'a donné des exemples concrets.,Je pense que je peux faire mieux.
Rapport de stage - Info,L'IA m'a aidé à clarifier certains concepts.,Travail fait rapidement.
Exposé,L'IA m'a aidé à clarifier certains concepts.,"Premier essai, pas encore au point."
Présentation 50,J'ai demandé à l'IA des synonymes pour enrichir mon vocabulaire.,À revoir pour la prochaine fois.
Analyse - Eco,Je me suis aidé de l'IA pour résumer un texte.,J'ai appris beaucoup en le faisant.
Compte rendu,J'ai utilisé l'IA pour vérifier la grammaire.,À revoir pour la prochaine fois.
Rapport de stage,J'ai utilisé l'IA pour reformuler mes idées.,"Premier essai, pas encore au point."
Mémoire - Eco,L'IA a généré un premier jet que j'ai retravaillé.,Je pense que je peux faire mieux.
Dissertation,L'IA m'a aidé à corriger mes fautes d'orthographe.,Pas totalement satisfait du rendu.
Synthèse,L'IA m'a donné des exemples concrets.,J'ai eu du mal à comprendre certaines consignes.
Analyse,L'IA a généré un premier jet que j'ai retravaillé.,À revoir pour la prochaine fois.
Analyse 21,L'IA m'a aidé à clarifier certains concepts.,Je pense que je peux faire mieux.
Analyse,J'ai utilisé l'IA pour reformuler mes idées.,J'ai eu du mal à comprendre certaines consignes.
Analyse 23,L'IA m'a aidé à clarifier certains concepts.,Je pense que je peux faire mieux.
Exposé,J'ai utilisé l'IA pour vérifier la grammaire.,À revoir pour la prochaine fois.
Synthèse 16,L'IA a généré un premier jet que j'ai retravaillé.,Travail fait rapidement.
Synthèse,L'IA m'a donné des exemples concrets.,J'ai passé beaucoup de temps dessus.
Rendu du 16 June 2025,L'IA m'a permis de mieux structurer mes phrases.,Travail fait rapidement.
Analyse,L'IA m'a aidé à corriger mes fautes d'orthographe.,"Travail fait en retard, à améliorer."
Synthèse,L'IA m'a aidé à clarifier certains concepts.,Travail fait rapidement.
Exposé,L'IA a généré un premier jet que j'ai retravaillé.,Je pense que je peux faire mieux.
Présentation - Physique,L'IA m'a aidé à clarifier certains concepts.,"Premier essai, pas encore au point."
Synthèse - Math,L'IA m'a donné des exemples concrets.,J'ai eu du mal à comprendre certaines consignes.
Rendu du 27 November 2025,J'ai utilisé l'IA pour reformuler mes idées.,J'ai eu du mal à comprendre certaines consignes.
Synthèse 23,L'IA a généré un premier jet que j'ai retravaillé.,Pas totalement satisfait du rendu.
Synthèse - Philo,L'IA m'a aidé à corriger mes fautes d'orthographe.,À discuter avec le professeur.
Rendu du 18 November 2023,J'ai demandé à l'IA des synonymes pour enrichir mon vocabulaire.,"Travail fait en retard, à améliorer."
Rapport de stage - Info,L'IA m'a aidé à corriger mes fautes d'orthographe.,Je pense que je peux faire mieux.
Synthèse 21,L'IA a généré un premier jet que j'ai retravaillé.,J'ai appris beaucoup en le faisant.
Analyse 24,J'ai utilisé l'IA pour reformuler mes idées.,"Travail fait en retard, à améliorer."
Synthèse 19,L'IA m'a permis de mieux structurer mes phrases.,À discuter avec le professeur.
Compte rendu - Info,J'ai demandé à l'IA de générer un plan.,"Travail fait en retard, à améliorer."
Dissertation 6,L'IA a généré un premier jet que j'ai retravaillé.,"Premier essai, pas encore au point."
Projet 34,J'ai demandé à l'IA des synonymes pour enrichir mon vocabulaire.,J'ai appris beaucoup en le faisant.
Dissertation - Physique,L'IA m'a donné des exemples concrets.,"Premier essai, pas encore au point."
Présentation 4,L'IA m'a donné des exemples concrets.,"Travail fait en retard, à améliorer."
Projet,L'IA m'a donné des exemples concrets.,"Premier essai, pas encore au point."
Exposé,L'IA m'a aidé à clarifier certains concepts.,"Premier essai, pas encore au point."
Projet 32,J'ai utilisé l'IA pour reformuler mes idées.,Pas totalement satisfait du rendu.
Rapport de stage - Math,Je me suis aidé de l'IA pour résumer un texte.,À revoir pour la prochaine fois.
Projet - Eco,J'ai utilisé l'IA pour reformuler mes idées.,J'ai passé beaucoup de temps dessus.
Rapport de stage 26,J'ai utilisé l'IA pour vérifier la grammaire.,À discuter avec le professeur.
Dissertation 23,J'ai demandé à l'IA des synonymes pour enrichir mon vocabulaire.,J'ai appris beaucoup en le faisant.
Dissertation - Eco,Je me suis aidé de l'IA pour résumer un texte.,"Premier essai, pas encore au point."
Exposé 34,J'ai demandé à l'IA des synonymes pour enrichir mon vocabulaire.,À discuter avec le professeur.
Présentation - Math,L'IA m'a aidé à clarifier certains concepts.,J'ai passé beaucoup de temps dessus.
Analyse 45,L'IA a généré un premier jet que j'ai retravaillé.,J'ai passé beaucoup de temps dessus.
Synthèse,J'ai demandé à l'IA de générer un plan.,À revoir pour la prochaine fois.
Compte rendu 19,J'ai utilisé l'IA pour reformuler mes idées.,J'ai appris beaucoup en le faisant.
Présentation - Philo,L'IA m'a aidé à corriger mes fautes d'orthographe.,J'ai passé beaucoup de temps dessus.
Analyse 12,J'ai demandé à l'IA des synonymes pour enrichir mon vocabulaire.,J'ai appris beaucoup en le faisant.
Exposé 27,L'IA m'a permis de mieux structurer mes phrases.,"Travail fait en retard, à améliorer."
Projet - Philo,L'IA m'a aidé à clarifier certains concepts.,J'ai passé beaucoup de temps dessus.
Exposé - Eco,L'IA a généré un premier jet que j'ai retravaillé.,"Premier essai, pas encore au point."
Compte rendu 14,L'IA m'a permis de mieux structurer mes phrases.,J'ai appris beaucoup en le faisant.
Analyse - Math,J'ai demandé à l'IA de générer un plan.,J'ai appris beaucoup en le faisant.
Projet - Physique,L'IA m'a permis de mieux structurer mes phrases.,À discuter avec le professeur.
Mémoire - Physique,J'ai demandé à l'IA de générer un plan.,J'ai passé beaucoup de temps dessus.
Analyse,L'IA m'a donné des exemples concrets.,À discuter avec le professeur.
Analyse - Physique,J'ai utilisé l'IA pour reformuler mes idées.,J'ai appris beaucoup en le faisant.
Dissertation - Philo,L'IA m'a donné des exemples concrets.,Je pense que je peux faire mieux.
Présentation,J'ai demandé à l'IA des synonymes pour enrichir mon vocabulaire.,Pas totalement satisfait du rendu.
Présentation - Philo,L'IA a généré un premier jet que j'ai retravaillé.,"Premier essai, pas encore au point."
Mémoire - Physique,J'ai utilisé l'IA pour reformuler mes idées.,J'ai appris beaucoup en le faisant.
Présentation,Je me suis aidé de l'IA pour résumer un texte.,Pas totalement satisfait du rendu.
Présentation 42,L'IA m'a aidé à corriger mes fautes d'orthographe.,"Travail fait en retard, à améliorer."
Projet 30,Je me suis aidé de l'IA pour résumer un texte.,Travail fait rapidement.
Analyse 27,Je me suis aidé de l'IA pour résumer un texte.,Pas totalement satisfait du rendu.
Exposé,L'IA a généré un premier jet que j'ai retravaillé.,Pas totalement satisfait du rendu.
Synthèse,L'IA m'a permis de mieux structurer mes phrases.,À revoir pour la prochaine fois.
Dissertation,Je me suis aidé de l'IA pour résumer un texte.,Travail fait rapidement.
Synthèse 42,J'ai utilisé l'IA pour reformuler mes idées.,À revoir pour la prochaine fois.
Présentation,L'IA m'a permis de mieux structurer mes phrases.,Pas totalement satisfait du rendu.
Mémoire 7,L'IA m'a donné des exemples concrets.,"Travail fait en retard, à améliorer."
Compte rendu,L'IA m'a permis de mieux structurer mes phrases.,"Travail fait en retard, à améliorer."
Exposé - Eco,L'IA m'a aidé à corriger mes fautes d'orthographe.,À revoir pour la prochaine fois.
Mémoire,L'IA m'a aidé à clarifier certains concepts.,"Premier essai, pas encore au point."
Exposé,Je me suis aidé de l'IA pour résumer un texte.,Pas totalement satisfait du rendu.
Rendu du 26 July 2022,J'ai demandé à l'IA des synonymes pour enrichir mon vocabulaire.,Je pense que je peux faire mieux.
Mémoire 27,J'ai demandé à l'IA des synonymes pour enrichir mon vocabulaire.,J'ai passé beaucoup de temps dessus.
Synthèse,L'IA a généré un premier jet que j'ai retravaillé.,"Travail fait en retard, à améliorer."
Dissertation 31,Je me suis aidé de l'IA pour résumer un texte.,Pas totalement satisfait du rendu.
Dissertation 42,L'IA m'a aidé à corriger mes fautes d'orthographe.,À discuter avec le professeur.
Rapport de stage,J'ai demandé à l'IA de générer un plan.,J'ai eu du mal à comprendre certaines consignes.
Présentation,J'ai demandé à l'IA des synonymes pour enrichir mon vocabulaire.,"Premier essai, pas encore au point."
Rendu du 28 January 2022,L'IA m'a permis de mieux structurer mes phrases.,À discuter avec le professeur.
Compte rendu - Info,J'ai demandé à l'IA des synonymes pour enrichir mon vocabulaire.,Pas totalement satisfait du rendu.
Présentation - Info,Je me suis aidé de l'IA pour résumer un texte.,À revoir pour la prochaine fois.
Compte rendu 23,Je me suis aidé de l'IA pour résumer un texte.,J'ai eu du mal à comprendre certaines consignes.
Synthèse - Eco,L'IA m'a aidé à corriger mes fautes d'orthographe.,J'ai eu du mal à comprendre certaines consignes.
Projet,J'ai utilisé l'IA pour reformuler mes idées.,"Travail fait en retard, à améliorer."
Analyse 25,J'ai utilisé l'IA pour reformuler mes idées.,Je pense que je peux faire mieux.
Exposé 17,J'ai utilisé l'IA pour reformuler mes idées.,J'ai eu du mal à comprendre certaines consignes.
Dissertation,J'ai demandé à l'IA des synonymes pour enrichir mon vocabulaire.,J'ai eu du mal à comprendre certaines consignes.
Mémoire - Physique,Je me suis aidé de l'IA pour résumer un texte.,J'ai appris beaucoup en le faisant.
Analyse,J'ai utilisé l'IA pour reformuler mes idées.,Pas totalement satisfait du rendu.
Compte rendu - Info,L'IA m'a donné des exemples concrets.,"Premier essai, pas encore au point."
Projet 21,Je me suis aidé de l'IA pour résumer un texte.,J'ai appris beaucoup en le faisant.
Projet 2,Je me suis aidé de l'IA pour résumer un texte.,Travail fait rapidement.
Compte rendu,Je me suis aidé de l'IA pour résumer un texte.,Travail fait rapidement.
Rendu du 30 August 2022,L'IA m'a aidé à corriger mes fautes d'orthographe.,Travail fait rapidement.
Mémoire 11,L'IA m'a donné des exemples concrets.,J'ai appris beaucoup en le faisant.
Projet,Je me suis aidé de l'IA pour résumer un texte.,Je pense que je peux faire mieux.
Rapport de stage 6,L'IA a généré un premier jet que j'ai retravaillé.,J'ai eu du mal à comprendre certaines consignes.
Exposé 42,L'IA m'a donné des exemples concrets.,J'ai eu du mal à comprendre certaines consignes.
Compte rendu - Physique,J'ai demandé à l'IA des synonymes pour enrichir mon vocabulaire.,J'ai eu du mal à comprendre certaines consignes.
Analyse,Je me suis aidé de l'IA pour résumer un texte.,J'ai passé beaucoup de temps dessus.
Synthèse 33,L'IA a généré un premier jet que j'ai retravaillé.,À revoir pour la prochaine fois.
Analyse,J'ai demandé à l'IA des synonymes pour enrichir mon vocabulaire.,J'ai appris beaucoup en le faisant.
Rendu du 13 December 2025,J'ai utilisé l'IA pour vérifier la grammaire.,J'ai passé beaucoup de temps dessus.
Synthèse - Info,J'ai utilisé l'IA pour reformuler mes idées.,Pas totalement satisfait du rendu.
Présentation,J'ai demandé à l'IA de générer un plan.,À revoir pour la prochaine fois.
Exposé,Je me suis aidé de l'IA pour résumer un texte.,Pas totalement satisfait du rendu.
Projet,L'IA m'a aidé à corriger mes fautes d'orthographe.,J'ai passé beaucoup de temps dessus.
Rendu du 25 December 2024,J'ai utilisé l'IA pour vérifier la grammaire.,J'ai passé beaucoup de temps dessus.
Présentation,L'IA a généré un premier jet que j'ai retravaillé.,J'ai passé beaucoup de temps dessus.
Rendu du 15 April 2025,L'IA a généré un premier jet que j'ai retravaillé.,À revoir pour la prochaine fois.
Rapport de stage,L'IA m'a aidé à corriger mes fautes d'orthographe.,J'ai appris beaucoup en le faisant.
Compte rendu,L'IA m'a donné des exemples concrets.,J'ai eu du mal à comprendre certaines consignes.
Rapport de stage 14,J'ai demandé à l'IA des synonymes pour enrichir mon vocabulaire.,Je pense que je peux faire mieux.
Synthèse 22,L'IA m'a aidé à clarifier certains concepts.,J'ai appris beaucoup en le faisant.
Rendu du 13 May 2023,L'IA a généré un premier jet que j'ai retravaillé.,Travail fait rapidement.
Mémoire,J'ai demandé à l'IA de générer un plan.,Travail fait rapidement.
Rapport de stage - Physique,L'IA m'a aidé à clarifier certains concepts.,J'ai appris beaucoup en le faisant.
Exposé,J'ai demandé à l'IA de générer un plan.,À discuter avec le professeur.
Mémoire 21,J'ai demandé à l'IA de générer un plan.,Je pense que je peux faire mieux.
Présentation 41,J'ai utilisé l'IA pour vérifier la grammaire.,J'ai appris beaucoup en le faisant.
Synthèse,J'ai demandé à l'IA des synonymes pour enrichir mon vocabulaire.,J'ai eu du mal à comprendre certaines consignes.
Rapport de stage - Physique,J'ai utilisé l'IA pour reformuler mes idées.,Pas totalement satisfait du rendu.
Exposé - Physique,L'IA m'a aidé à corriger mes fautes d'orthographe.,Je pense que je peux faire mieux.
Présentation - Philo,L'IA m'a permis de mieux structurer mes phrases.,"Premier essai, pas encore au point."
Dissertation 50,L'IA m'a aidé à corriger mes fautes d'orthographe.,Pas totalement satisfait du rendu.
Exposé,L'IA m'a permis de mieux structurer mes phrases.,J'ai appris beaucoup en le faisant.
Rapport de stage,J'ai demandé à l'IA des synonymes pour enrichir mon vocabulaire.,À discuter avec le professeur.
Présentation,L'IA a généré un premier jet que j'ai retravaillé.,Travail fait rapidement.
Analyse - Math,L'IA m'a aidé à clarifier certains concepts.,À discuter avec le professeur.
Rendu du 17 February 2023,J'ai demandé à l'IA de générer un plan.,À discuter avec le professeur.
Projet,L'IA m'a donné des exemples concrets.,"Travail fait en retard, à améliorer."
Présentation,J'ai utilisé l'IA pour vérifier la grammaire.,Pas totalement satisfait du rendu.
Exposé - Physique,Je me suis aidé de l'IA pour résumer un texte.,À discuter avec le professeur.
Exposé,J'ai demandé à l'IA de générer un plan.,Travail fait rapidement.
Analyse,L'IA m'a permis de mieux structurer mes phrases.,"Premier essai, pas encore au point."
Projet 35,Je me suis aidé de l'IA pour résumer un texte.,Travail fait rapidement.
Rendu du 17 October 2023,J'ai demandé à l'IA des synonymes pour enrichir mon vocabulaire.,Je pense que je peux faire mieux.
Présentation - Philo,J'ai demandé à l'IA de générer un plan.,"Travail fait en retard, à améliorer."
Rendu du 23 September 2025,L'IA m'a donné des exemples concrets.,À discuter avec le professeur.
Rapport de stage - Math,L'IA m'a aidé à corriger mes fautes d'orthographe.,Je pense que je peux faire mieux.
Rapport de stage - Philo,L'IA m'a permis de mieux structurer mes phrases.,J'ai appris beaucoup en le faisant.
Analyse 28,Je me suis aidé de l'IA pour résumer un texte.,Je pense que je peux faire mieux.
Rendu du 21 January 2024,J'ai utilisé l'IA pour vérifier la grammaire.,Je pense que je peux faire mieux.
Dissertation,L'IA m'a aidé à corriger mes fautes d'orthographe.,Travail fait rapidement.
Projet,J'ai utilisé l'IA pour vérifier la grammaire.,J'ai appris beaucoup en le faisant.
Dissertation - Physique,L'IA m'a donné des exemples concrets.,J'ai passé beaucoup de temps dessus.
Rapport de stage 3,L'IA m'a donné des exemples concrets.,Pas totalement satisfait du rendu.
Mémoire,Je me suis aidé de l'IA pour résumer un texte.,À discuter avec le professeur.
Exposé 36,L'IA m'a aidé à clarifier certains concepts.,Travail fait rapidement.
Présentation,Je me suis aidé de l'IA pour résumer un texte.,J'ai appris beaucoup en le faisant.
Mémoire 13,J'ai utilisé l'IA pour vérifier la grammaire.,"Premier essai, pas encore au point."
Exposé - Philo,L'IA a généré un premier jet que j'ai retravaillé.,J'ai passé beaucoup de temps dessus.
Rapport de stage - Physique,Je me suis aidé de l'IA pour résumer un texte.,"Travail fait en retard, à améliorer."
Projet,J'ai utilisé l'IA pour vérifier la grammaire.,À discuter avec le professeur.
Mémoire - Philo,L'IA a généré un premier jet que j'ai retravaillé.,À discuter avec le professeur.
Synthèse 5,J'ai demandé à l'IA des synonymes pour enrichir mon vocabulaire.,Travail fait rapidement.
Présentation 20,L'IA m'a donné des exemples concrets.,Je pense que je peux faire mieux.
Rapport de stage 15,J'ai demandé à l'IA des synonymes pour enrichir mon vocabulaire.,J'ai appris beaucoup en le faisant.
Rendu du 08 August 2023,L'IA m'a aidé à corriger mes fautes d'orthographe.,J'ai appris beaucoup en le faisant.
Synthèse,L'IA m'a permis de mieux structurer mes phrases.,J'ai appris beaucoup en le faisant.
Compte rendu - Info,L'IA m'a permis de mieux structurer mes phrases.,Pas totalement satisfait du rendu.
Rendu du 16 September 2024,J'ai utilisé l'IA pour vérifier la grammaire.,J'ai appris beaucoup en le faisant.
Rendu du 04 June 2022,Je me suis aidé de l'IA pour résumer un texte.,"Travail fait en retard, à améliorer."
Rapport de stage 20,L'IA m'a donné des exemples concrets.,"Premier essai, pas encore au point."
Mémoire,L'IA m'a permis de mieux structurer mes phrases.,À discuter avec le professeur.
Exposé - Math,L'IA m'a permis de mieux structurer mes phrases.,"Travail fait en retard, à améliorer."
Rendu du 03 October 2022,L'IA m'a aidé à corriger mes fautes d'orthographe.,Je pense que je peux faire mieux.
Rendu du 20 January 2022,L'IA m'a aidé à clarifier certains concepts.,Travail fait rapidement.
Rendu du 01 February 2022,L'IA m'a permis de mieux structurer mes phrases.,"Premier essai, pas encore au point."
Rapport de stage 10,J'ai demandé à l'IA des synonymes pour enrichir mon vocabulaire.,"Travail fait en retard, à améliorer."
Mémoire 20,Je me suis aidé de l'IA pour résumer un texte.,"Travail fait en retard, à améliorer."
Synthèse 3,J'ai demandé à l'IA des synonymes pour enrichir mon vocabulaire.,J'ai passé beaucoup de temps dessus.
Mémoire 5,L'IA a généré un premier jet que j'ai retravaillé.,À discuter avec le professeur.
Rendu du 21 February 2025,L'IA m'a aidé à clarifier certains concepts.,"Premier essai, pas encore au point."
Rapport de stage - Philo,L'IA m'a aidé à clarifier certains concepts.,À revoir pour la prochaine fois.
Mémoire - Philo,J'ai demandé à l'IA de générer un plan.,J'ai appris beaucoup en le faisant.
Synthèse,L'IA m'a donné des exemples concrets.,À discuter avec le professeur.
Projet 44,L'IA m'a permis de mieux structurer mes phrases.,Je pense que je peux faire mieux.
Synthèse 46,Je me suis aidé de l'IA pour résumer un texte.,J'ai eu du mal à comprendre certaines consignes.
Dissertation 10,L'IA m'a aidé à corriger mes fautes d'orthographe.,J'ai eu du mal à comprendre certaines consignes.
Projet - Math,L'IA m'a donné des exemples concrets.,J'ai eu du mal à comprendre certaines consignes.
Exposé,J'ai demandé à l'IA de générer un plan.,Je pense que je peux faire mieux.
Compte rendu - Philo,J'ai demandé à l'IA de générer un plan.,Pas totalement satisfait du rendu.
Analyse - Info,J'ai demandé à l'IA de générer un plan.,J'ai passé beaucoup de temps dessus.
Exposé 27,L'IA m'a aidé à clarifier certains concepts.,Pas totalement satisfait du rendu.
Synthèse - Math,J'ai utilisé l'IA pour vérifier la grammaire.,À revoir pour la prochaine fois.
Rapport de stage 10,J'ai utilisé l'IA pour reformuler mes idées.,"Travail fait en retard, à améliorer."
Rendu du 22 January 2023,L'IA a généré un premier jet que j'ai retravaillé.,J'ai appris beaucoup en le faisant.
Présentation - Eco,L'IA m'a aidé à corriger mes fautes d'orthographe.,"Travail fait en retard, à améliorer."
Exposé 17,L'IA a généré un premier jet que j'ai retravaillé.,J'ai eu du mal à comprendre certaines consignes.
Synthèse - Eco,J'ai demandé à l'IA des synonymes pour enrichir mon vocabulaire.,J'ai appris beaucoup en le faisant.
Mémoire - Eco,L'IA a généré un premier jet que j'ai retravaillé.,Travail fait rapidement.
Compte rendu 10,J'ai demandé à l'IA de générer un plan.,J'ai eu du mal à comprendre certaines consignes.
Rapport de stage - Eco,J'ai utilisé l'IA pour vérifier la grammaire.,"Travail fait en retard, à améliorer."
Analyse 50,L'IA a généré un premier jet que j'ai retravaillé.,J'ai eu du mal à comprendre certaines consignes.
Projet,L'IA m'a permis de mieux structurer mes phrases.,Je pense que je peux faire mieux.
Rapport de stage - Info,J'ai demandé à l'IA des synonymes pour enrichir mon vocabulaire.,Travail fait rapidement.
